,elapsed,memory,agentsreply,resultsize,TimeTotalExecute,NumRowsProcessed,LogRowsProcessed,NumIndexSeeks,NumIndexScans,NumIndexWildSeeks,NumIndexMerges,NumLeafCacheHits,NumNodeCacheHits,NumLeafCacheAdds,NumIndexAccepted,NumIndexRejected,NumIndexRowsRead,TimeSortElapsed,NumGroups,TimeLocalExecute,NumAllocations,SizeAgentReply,TimeAgentWait,TimeLeafLoad,TimeLeafRead,NumLeafDiskFetches,TimeLeafFetch,fDMetaphone1.NumStarts,fDMetaphone1.NumStops,fDMetaphone1.TimeLocalExecute,fREGEXREPLACE.TimeLocalExecute,fgetGlobalId.TimeLocalExecute,fgetLocalId.TimeLocalExecute,fgetCallerId.TimeLocalExecute,fdbglog.TimeLocalExecute,NumNodeCacheAdds,TimeNodeLoad,TimeNodeRead,NumNodeDiskFetches,TimeNodeFetch,%BranchMiss,%LeafMiss,%BranchFetch,%LeafFetch,AvgTimeBranchFetch,AvgTimeLeafFetch
10,117,9,151668,222079,1652.0,10384,9.248021438943871,867,7885.0,234,11.0,113,728,217.0,7901,7612.0,15497.0,0.000951,194.0,75.554,90596,148.113Kb,36.98,41.612,8.031,33.0,7.405,316.0,316.0,0.225598,0.008768,0.001122,0.000368,0.000185,0.015541,,,,,,0.0,65.75757575757575,,15.2073732718894,,0.2243939393939394
11,135,10,327395,471838,1257.0,23030,10.044552992814731,1832,1206.0,500,8.0,272,1495,263.0,1218,473.0,1679.0,0.001427,421.0,47.015,203105,319.721Kb,24.993,46.458,1.56,6.0,0.563394,428.0,428.0,0.216472,0.010218,0.001428,0.000424,0.000207,0.0215519999999999,,,,,,0.0,49.1588785046729,,2.281368821292776,,0.093899
12,83,10,132256,166167,945.87,8264,9.019664010799474,650,659.0,175,8.0,73,547,120.0,675,391.0,1050.0,0.0012629999999999,148.0,35.048,69856,129.156Kb,17.908,22.732,5.324,21.0,4.954,398.0,398.0,0.207445,0.007804,0.001,0.000344,0.000188,0.014153,,,,,,0.0,62.17616580310881,,17.5,,0.2359047619047619
13,43,9,55089,48736,545.297,2827,7.946971357693591,231,264.0,64,10.0,33,225,49.0,278,146.0,410.0,0.000842,52.0,27.866,26311,53.797Kb,13.768,15.107,6.895,17.0,6.744,150.0,150.0,0.061737,0.008414,0.0010049999999999,0.000303,0.000182,0.012038,,,,,,0.0,59.75609756097561,,34.69387755102041,,0.3967058823529412
14,20,9,33407,37817,464.717,1918,7.559038255443384,200,815.0,62,9.0,39,217,46.0,831,762.0,1577.0,0.000911,38.0,22.946,18436,32.624Kb,11.403,9.005,1.255,7.0,1.03,50.0,50.0,0.04388,0.008855,0.0010789999999999,0.000297,0.000184,0.014573,,,,,,0.0,54.11764705882353,,15.217391304347826,,0.1471428571428571
15,86,10,127460,125479,778.022,6915,8.841448244098858,527,587.0,146,9.0,72,466,95.0,603,297.0,884.0,0.001203,114.0,31.432,59893,124.472Kb,16.038,20.249,4.212,28.0,3.93,344.0,344.0,0.212893,0.009354,0.0012259999999999,0.000267,0.000191,0.017167,,,,,,0.0,56.88622754491018,,29.473684210526315,,0.1403571428571428
16,16,9,15058,9563,359.214,623,6.434546518787453,98,138.0,39,7.0,22,132,26.0,154,113.0,251.0,0.000761,10.0,18.93,7092,14.705Kb,9.585,6.721,2.21,16.0,2.146,24.0,24.0,0.024514,0.008233,0.000944,0.000291,0.000232,0.013777,,,,,,0.0,54.16666666666666,,61.53846153846154,,0.134125
17,91,10,115816,163199,1418.0,7850,8.968268810776454,651,4403.0,179,9.0,99,562,135.0,4419,4192.0,8595.0,0.000873,150.0,62.367,68777,113.101Kb,31.176,31.807,10.277,28.0,9.889,282.0,282.0,0.141126,0.010098,0.001167,0.000718,0.000186,0.012447,,,,,,0.0,57.69230769230769,,20.74074074074074,,0.3531785714285714
18,42,10,68309,82059,714.302,4074,8.31238059678675,349,1980.0,96,10.0,48,325,84.0,1996,1850.0,3830.0,0.000829,76.0,31.714,35689,66.708Kb,16.185,16.493,3.226,23.0,2.979,140.0,140.0,0.104202,0.006923,0.000905,0.000328,0.000224,0.013474,,,,,,0.0,63.63636363636363,,27.38095238095238,,0.1295217391304348
19,40,9,35051,49989,288.759,2441,7.80016307039296,222,55.0,66,4.0,41,198,30.0,63,3.0,58.0,0.000469,47.0,14.9,22407,34.229Kb,7.852,6.206,0.852771,6.0,0.717712,180.0,180.0,0.053217,0.00858,0.001133,0.000206,0.000229,0.014551,,,,,,0.0,42.25352112676056,,20.0,,0.1196186666666666
20,105,9,130134,162468,1007.0,8874,9.090880931938855,1137,703.0,249,6.0,305,943,177.0,812,297.0,1097.0,,143.0,35.284,84270,127.083Kb,23.175,42.195,10.64,80.0,10.232,184.0,184.0,0.070133,0.007389,0.000927,0.000478,0.000191,0.025383,,,,,,0.0,36.72199170124481,,45.19774011299435,,0.1278999999999999
21,127,10,201707,286885,2011.0,13577,9.51613246360028,1070,3916.0,276,8.0,110,853,220.0,3928,3517.0,7433.0,0.0006,254.0,61.348,113728,196.979Kb,35.469,39.858,4.439,16.0,3.68,582.0,582.0,0.326414,0.009026,0.001088,0.000319,0.000165,0.013926,,,,,,0.0,66.66666666666667,,7.272727272727272,,0.23
22,74,10,100356,134378,698.672,6545,8.786456678344,557,2516.0,153,10.0,82,486,110.0,2532,2329.0,4845.0,0.000849,121.0,36.882,57379,98.003Kb,18.728,21.352,4.378,27.0,4.048,152.0,152.0,0.057284,0.008545,0.00107,0.000234,0.000183,0.016466,,,,,,0.0,57.29166666666666,,24.545454545454547,,0.1499259259259259
23,127,10,216563,332429,1568.0,14990,9.615138591096644,1502,6270.0,416,9.0,360,1172,246.0,6282,5781.0,12051.0,0.001717,280.0,73.985,130685,211.487Kb,38.295,47.44,8.092,36.0,7.297,246.0,246.0,0.265684,0.009549,0.001338,0.000351,0.000202,0.023415,,,,,,0.0,40.59405940594059,,14.634146341463415,,0.2026944444444444
24,93,10,231509,308234,1186.0,14625,9.590487672100057,1113,854.0,297,8.0,128,911,193.0,870,374.0,1228.0,0.001192,264.0,44.244,124189,226.083Kb,22.126,33.646,4.583,27.0,4.01,768.0,768.0,0.332998,0.0097609999999999,0.0013839999999999,0.000656,0.000169,0.019776,,,,,,0.0,60.12461059190032,,13.989637305699482,,0.1485185185185185
25,80,10,91290,118717,1202.0,5630,8.635864721133736,457,3583.0,124,9.0,66,405,108.0,3599,3401.0,6984.0,0.001004,101.0,56.6,48430,89.150Kb,28.274,27.535,9.169,23.0,8.837,230.0,230.0,0.185882,0.011428,0.0015249999999999,0.000342,0.00024,0.015692,,,,,,0.0,62.06896551724138,,21.296296296296298,,0.3842173913043478
26,111,11,290609,310756,1350.0,16069,9.684647229041753,1132,2908.0,302,8.0,138,926,207.0,2924,2218.0,5126.0,0.000713,271.0,50.751,130900,283.797Kb,24.709,36.184,3.397,18.0,2.708,1300.0,1300.0,0.5387949999999999,0.00964,0.00106,0.000426,0.000175,0.017175,,,,,,0.0,60.0,,8.695652173913043,,0.1504444444444444
27,80,9,166900,264243,1058.0,11698,9.36717316600297,928,1069.0,247,8.0,104,755,167.0,1081,759.0,1828.0,0.000841,218.0,40.564,100763,162.988Kb,21.135,33.456,5.763,21.0,5.216,300.0,300.0,0.243999,0.0089,0.001224,0.000315,0.000247,0.014671,,,,,,0.0,61.62361623616236,,12.574850299401197,,0.2483809523809524
28,42,9,59091,58271,589.357,3026,8.014996894348302,402,627.0,130,8.0,118,374,65.0,643,497.0,1124.0,,54.0,25.917,27769,57.706Kb,13.795,15.469,4.245,30.0,4.056,106.0,106.0,0.074336,0.008445,0.000949,0.000228,0.000207,0.013771,,,,,,0.0,35.51912568306011,,46.15384615384615,,0.1352
29,74,10,109555,132424,954.719,6616,8.797246236703527,533,1981.0,145,11.0,62,463,112.0,1997,1680.0,3661.0,0.000879,126.0,49.511,56800,106.987Kb,22.229,26.573,6.097,27.0,5.713,324.0,324.0,0.148437,0.01032,0.001411,0.000457,0.000176,0.018852,,,,,,0.0,64.36781609195403,,24.107142857142858,,0.2115925925925925
30,51,9,40665,48613,1043.0,2327,7.752335163302292,219,2139.0,62,9.0,31,213,61.0,2153,2067.0,4206.0,0.000712,42.0,48.806,20861,39.711Kb,24.569,15.797,5.292,8.0,5.029,44.0,44.0,0.036924,0.009977,0.001157,0.000366,0.000317,0.0154019999999999,,,,,,0.0,66.30434782608695,,13.114754098360656,,0.628625
31,45,8,8039,5175,806.401,357,5.877735781779639,69,3144.0,25,5.0,18,100,54.0,3156,3135.0,6279.0,0.000682,9.0,40.588,4920,7.850Kb,20.671,16.004,5.074,11.0,4.929,18.0,18.0,0.040688,0.011039,0.001274,0.000457,0.000176,0.0148729999999999,,,,,,0.0,75.0,,20.37037037037037,,0.4480909090909091
32,122,9,130758,146359,1430.0,7422,8.912203841620542,830,3085.0,408,8.0,323,752,134.0,3101,2738.0,5823.0,0.000941,132.0,57.401,64005,127.693Kb,28.801,30.054,6.833,33.0,6.435,316.0,316.0,0.182202,0.007677,0.001001,0.000509,0.00019,0.014478,,,,,,0.0,29.321663019693656,,24.62686567164179,,0.1949999999999999
33,48,10,51649,60482,850.407,2902,7.973155433444133,272,676.0,77,10.0,41,262,62.0,692,581.0,1257.0,0.000757,55.0,43.824,25794,50.438Kb,21.945,16.512,5.67,21.0,5.456,84.0,84.0,0.045612,0.010154,0.001274,0.000375,0.000174,0.015282,5.0,0.923089,0.668329,5.0,0.668329,1.8726591760299625,60.19417475728155,100.0,33.87096774193548,0.1336658,0.2598095238095238
34,24,9,15182,9512,566.088,630,6.4457198193855785,91,387.0,38,4.0,22,129,27.0,403,360.0,747.0,0.000806,10.0,30.505,7338,14.826Kb,15.793,8.53,3.41,19.0,3.368,72.0,72.0,0.051393,0.011897,0.002081,0.000694,0.000204,0.0167259999999999,,,,,,0.0,55.10204081632653,,70.37037037037037,,0.1772631578947368
35,67,10,78963,96392,848.47,4992,8.515591910049263,449,3319.0,131,11.0,74,429,115.0,3335,3175.0,6494.0,0.0010149999999999,90.0,40.053,46636,77.112Kb,20.414,22.266,3.924,26.0,3.553,114.0,114.0,0.086863,0.007941,0.00103,0.000409,0.000242,0.015856,,,,,,0.0,60.84656084656085,,22.608695652173918,,0.1366538461538461
36,96,10,167611,265052,1570.0,12317,9.418735700941484,1025,1306.0,277,11.0,152,844,159.0,1322,1020.0,2326.0,0.000852,233.0,59.403,108265,163.682Kb,31.649,39.629,10.371,32.0,9.821,150.0,150.0,0.087831,0.009051,0.001413,0.000383,0.000153,0.022505,8.0,1.285,0.976513,8.0,0.976513,0.9389671361502347,51.12540192926045,100.0,20.12578616352201,0.122064125,0.30690625
37,113,11,284480,423746,1226.0,19987,9.902837341194541,1834,4158.0,566,13.0,429,1394,245.0,4174,3588.0,7746.0,0.0011519999999999,374.0,56.699,172569,277.812Kb,27.6,48.203,5.181,21.0,4.316,1034.0,1034.0,0.45805,0.008571,0.000947,0.000475,0.000215,0.01826,,,,,,0.0,36.35014836795252,,8.571428571428571,,0.2055238095238095
38,40,10,57154,55732,663.892,3138,8.051340933292979,284,1267.0,85,9.0,48,279,67.0,1283,1158.0,2425.0,0.000702,59.0,33.28,27910,55.814Kb,16.73,15.029,3.831,28.0,3.652,96.0,96.0,0.069938,0.009436,0.001065,0.000291,0.000181,0.015482,6.0,0.95547,0.790822,6.0,0.790822,2.1052631578947367,58.26086956521739,100.0,41.791044776119406,0.1318036666666666,0.1304285714285714
39,93,10,161922,223492,1394.0,10813,9.288504392945537,846,1067.0,229,7.0,123,697,126.0,1083,751.0,1818.0,0.0013959999999999,197.0,55.932,93063,158.126Kb,28.338,33.406,11.72,16.0,11.291,414.0,414.0,0.180109,0.0084949999999999,0.000909,0.000313,0.000233,0.018615,,,,,,0.0,50.60240963855421,,12.698412698412698,,0.7056875
40,82,10,58786,83415,738.158,3870,8.261009786023827,325,1677.0,85,6.0,40,281,70.0,1693,1577.0,3254.0,0.001202,72.0,34.456,34320,57.408Kb,17.013,13.582,2.237,13.0,1.978,60.0,60.0,0.044637,0.010263,0.001091,0.000427,0.00034,0.019388,,,,,,0.0,63.63636363636363,,18.571428571428573,,0.1521538461538461
41,150,11,452095,626633,2120.0,29786,10.301793763445813,2305,5541.0,606,11.0,277,1852,423.0,5557,4572.0,10113.0,0.000969,531.0,84.712,250646,441.499Kb,42.641,84.223,16.495,69.0,15.215,1442.0,1442.0,0.448015,0.009185,0.001332,0.000342,0.00018,0.022074,,,,,,0.0,60.42857142857143,,16.31205673758865,,0.2205072463768116
42,156,10,245188,340550,1633.0,16384,9.704060527839234,1300,4953.0,341,14.0,156,1071,271.0,4969,4464.0,9417.0,0.000994,296.0,75.219,141133,239.441Kb,36.602,49.107,5.377,30.0,4.461,984.0,984.0,0.604133,0.007795,0.001089,0.000503,0.000201,0.018453,,,,,,0.0,63.46604215456674,,11.07011070110701,,0.1487
43,91,10,49400,45162,1577.0,2626,7.873217054862741,237,9119.0,67,11.0,48,250,145.0,9135,9021.0,18140.0,0.000692,50.0,76.117,25158,48.242Kb,38.027,26.87,4.92,13.0,4.438,106.0,106.0,0.076261,0.008967,0.001179,0.000506,0.000182,0.0151799999999999,,,,,,0.0,75.12953367875647,,8.96551724137931,,0.3413846153846153
44,117,10,241098,302869,1259.0,18192,9.808737215990318,1538,655.0,418,6.0,225,1304,261.0,667,165.0,820.0,0.000554,287.0,46.409,160556,235.447Kb,28.347,65.617,22.894,105.0,22.326,36.0,36.0,0.03064,0.009811,0.001207,0.000421,0.000213,0.054083,,,,,,0.0,53.7037037037037,,40.22988505747127,,0.2126285714285714
45,114,10,190937,245019,1499.0,12769,9.454775637424682,1105,2972.0,295,13.0,130,946,241.0,2988,2586.0,5558.0,0.001237,215.0,54.832,114336,186.461Kb,30.636,54.364,15.261,87.0,14.71,310.0,310.0,0.243696,0.008112,0.001362,0.000377,0.000174,0.027086,,,,,,0.0,64.95956873315365,,36.09958506224066,,0.1690804597701149
46,60,10,67759,87029,730.89,4236,8.351374706721296,371,1760.0,105,9.0,61,342,71.0,1776,1635.0,3395.0,0.000644,80.0,34.056,37356,66.170Kb,16.748,14.612,3.139,21.0,2.928,156.0,156.0,0.089936,0.0076749999999999,0.001333,0.000363,0.000254,0.014501,,,,,,0.0,53.78787878787879,,29.5774647887324,,0.1394285714285714
47,24,9,71264,87409,749.598,4322,8.371473537066832,372,2193.0,105,8.0,49,341,95.0,2205,2059.0,4252.0,0.00076,78.0,33.865,39427,69.593Kb,16.638,20.78,5.22,28.0,4.954,102.0,102.0,0.101686,0.007468,0.000961,0.0005,0.000248,0.016068,,,,,,0.0,65.97222222222223,,29.473684210526315,,0.1769285714285714
48,118,10,235407,277665,1244.0,14137,9.556550752867032,1088,2027.0,295,8.0,150,917,193.0,2043,1505.0,3532.0,0.001217,244.0,48.469,120405,229.889Kb,25.919,39.212,6.292,41.0,5.667,864.0,864.0,0.2637219999999999,0.011397,0.001233,0.000502,0.000186,0.019732,,,,,,0.0,56.268221574344025,,21.243523316062177,,0.1382195121951219
49,115,10,323988,511059,1784.0,23284,10.055521708391627,1857,2254.0,494,7.0,245,1487,287.0,2266,1717.0,3971.0,0.0013839999999999,446.0,62.155,203283,316.394Kb,32.783,53.038,7.923,29.0,7.075,442.0,442.0,0.2098489999999999,0.011951,0.001286,0.00078,0.000353,0.022291,,,,,,0.0,53.94736842105263,,10.104529616724738,,0.2439655172413793
50,64,10,89051,102061,923.466,5261,8.568076401730806,423,498.0,116,7.0,54,371,78.0,514,319.0,817.0,0.000832,97.0,30.228,44959,86.963Kb,16.528,19.237,6.915,19.0,6.686,280.0,280.0,0.253492,0.009864,0.0011639999999999,0.00055,0.000181,0.01308,,,,,,0.0,59.09090909090909,,24.35897435897436,,0.3518947368421052
51,96,10,293109,424744,1738.0,20216,9.91422964906803,1566,4688.0,410,10.0,205,1250,261.0,4704,4109.0,8797.0,0.00074,375.0,65.249,171994,286.239Kb,32.797,42.303,4.813,24.0,4.047,848.0,848.0,0.351398,0.009369,0.001212,0.000409,0.000189,0.0147769999999999,,,,,,0.0,56.00858369098712,,9.195402298850574,,0.168625
52,106,10,154592,234462,1478.0,10689,9.276970454273945,898,4899.0,246,11.0,128,759,186.0,4915,4620.0,9519.0,0.000826,203.0,72.017,92889,150.968Kb,34.395,41.433,12.287,39.0,11.741,280.0,280.0,0.132316,0.008286,0.006742,0.000363,0.000202,0.014142,,,,,,0.0,59.23566878980892,,20.967741935483872,,0.301051282051282
53,100,9,148015,201332,1015.0,9880,9.198267790741914,820,1991.0,230,11.0,132,712,139.0,2007,1703.0,3694.0,0.001303,179.0,39.372,88443,144.545Kb,21.366,28.286,6.204,35.0,5.768,334.0,334.0,0.169015,0.009413,0.001189,0.000397,0.000194,0.01673,,,,,,0.0,51.291512915129154,,25.179856115107917,,0.1648
54,90,8,109636,170286,555.584,7823,8.96482339168508,633,197.0,174,1.0,84,519,101.0,205,4.0,201.0,,150.0,20.472,67408,107.066Kb,10.336,15.849,0.683403,2.0,0.250844,768.0,768.0,0.43099,0.010211,0.001042,0.000348,0.00018,0.013294,,,,,,0.0,54.5945945945946,,1.98019801980198,,0.125422
55,98,9,109668,156158,1761.0,7343,8.90150275745161,608,7284.0,169,8.0,91,527,177.0,7300,7083.0,14367.0,0.000562,136.0,78.065,63455,107.097Kb,39.2,30.639,5.608,16.0,5.061,282.0,282.0,0.10424,0.006533,0.000769,0.000194,0.0002,0.0134849999999999,,,,,,0.0,66.04477611940298,,9.03954802259887,,0.3163125
56,29,8,12821,6858,919.7,579,6.361302477572996,119,3888.0,40,10.0,26,158,72.0,3904,3872.0,7760.0,,11.0,44.696,7548,12.520Kb,22.802,19.605,8.064,37.0,7.97,,,,0.015399,0.001414,0.000378,0.000156,0.015084,,,,,,0.0,73.46938775510205,,51.388888888888886,,0.2154054054054054
57,149,11,258026,406828,1763.0,18217,9.81011050303083,2109,2413.0,715,9.0,660,1668,258.0,2427,1810.0,4223.0,0.000801,346.0,71.948,156645,251.978Kb,36.232,57.429,15.814,34.0,15.019,668.0,668.0,0.195035,0.009415,0.001187,0.000658,0.000164,0.014474,,,,,,0.0,28.10457516339869,,13.178294573643411,,0.441735294117647
58,84,10,120573,154271,1702.0,7987,8.985570498917388,716,4709.0,208,15.0,115,651,177.0,4725,4469.0,9178.0,0.001065,138.0,68.335,73730,117.747Kb,37.349,44.516,16.166,62.0,15.765,152.0,152.0,0.118048,0.011077,0.001323,0.001258,0.000209,0.02776,,,,,,0.0,60.61643835616438,,35.02824858757062,,0.2542741935483871
59,19,10,65596,79715,592.912,3899,8.268475388982598,328,259.0,92,7.0,42,294,60.0,275,134.0,393.0,0.000675,70.0,25.166,34029,64.058Kb,12.624,13.094,2.777,17.0,2.581,208.0,208.0,0.140119,0.009417,0.00108,0.000458,0.000174,0.01366,,,,,,0.0,58.8235294117647,,28.33333333333333,,0.1518235294117647
60,228,11,1001678,1747921,3379.0,78225,11.267344568537084,6563,3395.0,1730,5.0,1027,5031,889.0,3403,1571.0,4966.0,0.000412,1500.0,85.994,665164,978.201Kb,49.712,149.015,12.842,57.0,10.045,730.0,730.0,0.294081,0.010116,0.001277,0.000334,0.000194,0.023922,,,,,,0.0,46.39874739039666,,6.411698537682789,,0.1762280701754386
61,92,10,162123,256122,1180.0,11759,9.372374183823416,946,1096.0,247,5.0,114,762,153.0,1112,812.0,1908.0,,226.0,45.633,99188,158.323Kb,24.021,31.101,3.88,22.0,3.294,518.0,518.0,0.264255,0.009657,0.001103,0.000318,0.0002,0.016513,,,,,,0.0,57.30337078651685,,14.379084967320262,,0.1497272727272727
62,58,8,78019,115538,399.008,5417,8.597297435657898,435,148.0,120,2.0,57,355,67.0,154,9.0,157.0,,102.0,20.687,46702,76.190Kb,10.84,13.944,2.95,8.0,2.675,254.0,254.0,0.108396,0.008027,0.0011259999999999,0.000198,0.00031,0.011453,,,,,,0.0,54.03225806451613,,11.940298507462687,,0.334375
63,86,10,159443,200960,1009.0,9985,9.208839245849916,785,1283.0,217,9.0,126,672,121.0,1299,951.0,2234.0,0.001671,180.0,40.26,85886,155.706Kb,22.589,27.967,7.602,28.0,7.252,584.0,584.0,0.253369,0.007914,0.001073,0.000216,0.000182,0.01524,,,,,,0.0,48.98785425101215,,23.1404958677686,,0.259
64,86,9,79412,85286,1073.0,4243,8.353025845202325,358,4852.0,98,10.0,57,327,108.0,4868,4685.0,9537.0,0.000229,75.0,48.44,35030,77.550Kb,25.158,20.333,3.974,19.0,3.628,262.0,262.0,0.106178,0.00484,0.000937,0.000372,0.000166,0.01132,,,,,,0.0,65.45454545454545,,17.59259259259259,,0.1909473684210526
65,46,9,29283,25038,382.161,1485,7.3031700512368,146,214.0,47,7.0,28,163,32.0,226,159.0,373.0,0.0013859999999999,29.0,20.897,14815,28.596Kb,11.362,7.592,1.693,5.0,1.533,56.0,56.0,0.027954,0.009677,0.001278,0.000295,0.000171,0.012547,,,,,,0.0,53.333333333333336,,15.625,,0.3066
66,69,10,71858,99744,813.555,4754,8.46674164792014,407,2250.0,113,8.0,63,359,80.0,2266,2126.0,4376.0,0.000503,95.0,41.788,40914,70.173Kb,20.34,17.992,4.532,23.0,4.301,150.0,150.0,0.105745,0.009833,0.001232,0.000222,0.000208,0.017157,5.0,2.106,0.610435,5.0,0.610435,1.3736263736263736,55.94405594405595,100.0,28.75,0.1220869999999999,0.187
67,82,9,129297,198977,635.105,8988,9.10364563330522,711,271.0,185,5.0,104,561,90.0,281,36.0,307.0,0.000882,169.0,23.174,76046,126.266Kb,11.896,15.915,1.727,10.0,1.358,196.0,196.0,0.152847,0.007892,0.001216,0.000203,0.000181,0.012368,5.0,0.820504,0.657814,5.0,0.657814,0.8833922261484098,46.39175257731959,100.0,11.11111111111111,0.1315628,0.1358
68,53,10,57392,79300,840.35,3758,8.231642179973411,344,531.0,101,9.0,56,322,62.0,547,437.0,968.0,0.000258,73.0,36.556,33370,56.046Kb,18.684,18.101,7.841,23.0,7.665,52.0,52.0,0.052363,0.0075179999999999,0.001501,0.000256,0.000244,0.0133409999999999,,,,,,0.0,52.54237288135593,,37.096774193548384,,0.3332608695652174
69,102,9,118314,203935,891.313,8993,9.104201775914515,842,1129.0,284,8.0,175,707,132.0,1145,946.0,2075.0,0.001065,177.0,38.111,78268,115.541Kb,19.766,24.865,4.943,26.0,4.548,10.0,10.0,0.008496,0.008739,0.0011719999999999,0.000204,0.000201,0.010969,5.0,0.793066,0.628674,5.0,0.628674,0.702247191011236,42.99674267100977,100.0,19.696969696969692,0.1257347999999999,0.1749230769230769
70,119,11,337678,601601,1704.0,26711,10.192830744564542,2197,5290.0,586,8.0,270,1752,393.0,5306,4733.0,10023.0,0.001281,515.0,64.68,232769,329.763Kb,33.368,62.188,4.417,25.0,3.18,626.0,626.0,0.384774,0.0121839999999999,0.001279,0.000378,0.000204,0.021958,,,,,,0.0,59.27601809954752,,6.361323155216285,,0.1272
